states,regions,latitude,longitude,dates,usage
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-20,79.0
Gujarat,WR,22.2587,71.1924,2019-02-20,312.3
MP,WR,21.30039105,76.13001949,2019-02-20,235.3
Maharashtra,WR,19.25023195,73.16017493,2019-02-20,392.4
Goa,WR,15.491997,73.81800065,2019-02-20,11.9
DNH,WR,20.26657819,73.0166178,2019-02-20,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-20,159.1
Telangana,SR,18.1124,79.0193,2019-02-20,172.1
Karnataka,SR,12.57038129,76.91999711,2019-02-20,200.4
Kerala,SR,8.900372741,76.56999263,2019-02-20,64.3
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-20,282.4
Pondy,SR,11.93499371,79.83000037,2019-02-20,6.5
Bihar,ER,25.78541445,87.4799727,2019-02-20,74.0
Jharkhand,ER,23.80039349,86.41998572,2019-02-20,23.4
Odisha,ER,19.82042971,85.90001746,2019-02-20,73.3
West Bengal,ER,22.58039044,88.32994665,2019-02-20,119.8
Sikkim,ER,27.3333303,88.6166475,2019-02-20,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-20,2.2
Assam,NER,26.7499809,94.21666744,2019-02-20,22.6
Manipur,NER,24.79997072,93.95001705,2019-02-20,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-02-20,6.2
Mizoram,NER,23.71039899,92.72001461,2019-02-20,2.0
Nagaland,NER,25.6669979,94.11657019,2019-02-20,2.2
Tripura,NER,23.83540428,91.27999914,2019-02-20,3.6
Punjab,NR,31.51997398,75.98000281,2019-02-21,155.9
Haryana,NR,28.45000633,77.01999101,2019-02-21,165.3
Rajasthan,NR,26.44999921,74.63998124,2019-02-21,248.1
Delhi,NR,28.6699929,77.23000403,2019-02-21,111.8
UP,NR,27.59998069,78.05000565,2019-02-21,428.2
Uttarakhand,NR,30.32040895,78.05000565,2019-02-21,45.0
HP,NR,31.10002545,77.16659704,2019-02-21,28.9
J&K,NR,33.45,76.24,2019-02-21,46.7
Chandigarh,NR,30.71999697,76.78000565,2019-02-21,5.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-21,94.3
Gujarat,WR,22.2587,71.1924,2019-02-21,385.7
MP,WR,21.30039105,76.13001949,2019-02-21,224.0
Maharashtra,WR,19.25023195,73.16017493,2019-02-21,509.5
Goa,WR,15.491997,73.81800065,2019-02-21,12.4
DNH,WR,20.26657819,73.0166178,2019-02-21,14.6
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-21,197.0
Telangana,SR,18.1124,79.0193,2019-02-21,176.0
Karnataka,SR,12.57038129,76.91999711,2019-02-21,194.9
Kerala,SR,8.900372741,76.56999263,2019-02-21,85.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-21,345.5
Pondy,SR,11.93499371,79.83000037,2019-02-21,9.2
Bihar,ER,25.78541445,87.4799727,2019-02-21,105.3
Jharkhand,ER,23.80039349,86.41998572,2019-02-21,28.2
Odisha,ER,19.82042971,85.90001746,2019-02-21,96.5
West Bengal,ER,22.58039044,88.32994665,2019-02-21,185.5
Sikkim,ER,27.3333303,88.6166475,2019-02-21,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-21,2.2
Assam,NER,26.7499809,94.21666744,2019-02-21,25.2
Manipur,NER,24.79997072,93.95001705,2019-02-21,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-02-21,4.7
Mizoram,NER,23.71039899,92.72001461,2019-02-21,1.5
Nagaland,NER,25.6669979,94.11657019,2019-02-21,2.2
Tripura,NER,23.83540428,91.27999914,2019-02-21,5.0
Punjab,NR,31.51997398,75.98000281,2019-02-22,166.3
Haryana,NR,28.45000633,77.01999101,2019-02-22,173.6
Rajasthan,NR,26.44999921,74.63998124,2019-02-22,257.9
Delhi,NR,28.6699929,77.23000403,2019-02-22,114.9
UP,NR,27.59998069,78.05000565,2019-02-22,435.6
Uttarakhand,NR,30.32040895,78.05000565,2019-02-22,46.5
HP,NR,31.10002545,77.16659704,2019-02-22,29.4
J&K,NR,33.45,76.24,2019-02-22,47.8
Chandigarh,NR,30.71999697,76.78000565,2019-02-22,5.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-22,89.0
Gujarat,WR,22.2587,71.1924,2019-02-22,391.1
MP,WR,21.30039105,76.13001949,2019-02-22,227.4
Maharashtra,WR,19.25023195,73.16017493,2019-02-22,516.4
Goa,WR,15.491997,73.81800065,2019-02-22,11.8
DNH,WR,20.26657819,73.0166178,2019-02-22,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-22,201.0
Telangana,SR,18.1124,79.0193,2019-02-22,181.8
Karnataka,SR,12.57038129,76.91999711,2019-02-22,214.1
Kerala,SR,8.900372741,76.56999263,2019-02-22,88.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-22,356.2
Pondy,SR,11.93499371,79.83000037,2019-02-22,9.4
Bihar,ER,25.78541445,87.4799727,2019-02-22,108.7
Jharkhand,ER,23.80039349,86.41998572,2019-02-22,28.5
Odisha,ER,19.82042971,85.90001746,2019-02-22,89.5
West Bengal,ER,22.58039044,88.32994665,2019-02-22,186.1
Sikkim,ER,27.3333303,88.6166475,2019-02-22,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-22,2.1
Assam,NER,26.7499809,94.21666744,2019-02-22,28.0
Manipur,NER,24.79997072,93.95001705,2019-02-22,2.7
Meghalaya,NER,25.57049217,91.8800142,2019-02-22,5.0
Mizoram,NER,23.71039899,92.72001461,2019-02-22,1.7
Nagaland,NER,25.6669979,94.11657019,2019-02-22,2.0
Tripura,NER,23.83540428,91.27999914,2019-02-22,5.0
Punjab,NR,31.51997398,75.98000281,2019-02-23,175.9
Haryana,NR,28.45000633,77.01999101,2019-02-23,179.3
Rajasthan,NR,26.44999921,74.63998124,2019-02-23,256.2
Delhi,NR,28.6699929,77.23000403,2019-02-23,121.6
UP,NR,27.59998069,78.05000565,2019-02-23,444.4
Uttarakhand,NR,30.32040895,78.05000565,2019-02-23,46.3
HP,NR,31.10002545,77.16659704,2019-02-23,29.2
J&K,NR,33.45,76.24,2019-02-23,47.2
Chandigarh,NR,30.71999697,76.78000565,2019-02-23,5.6
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-23,85.0
Gujarat,WR,22.2587,71.1924,2019-02-23,389.9
MP,WR,21.30039105,76.13001949,2019-02-23,226.3
Maharashtra,WR,19.25023195,73.16017493,2019-02-23,515.8
Goa,WR,15.491997,73.81800065,2019-02-23,12.3
DNH,WR,20.26657819,73.0166178,2019-02-23,16.7
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-23,197.1
Telangana,SR,18.1124,79.0193,2019-02-23,186.6
Karnataka,SR,12.57038129,76.91999711,2019-02-23,206.3
Kerala,SR,8.900372741,76.56999263,2019-02-23,79.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-23,345.2
Pondy,SR,11.93499371,79.83000037,2019-02-23,8.9
Bihar,ER,25.78541445,87.4799727,2019-02-23,107.7
Jharkhand,ER,23.80039349,86.41998572,2019-02-23,28.2
Odisha,ER,19.82042971,85.90001746,2019-02-23,86.6
West Bengal,ER,22.58039044,88.32994665,2019-02-23,198.1
Sikkim,ER,27.3333303,88.6166475,2019-02-23,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-23,2.2
Assam,NER,26.7499809,94.21666744,2019-02-23,28.6
Manipur,NER,24.79997072,93.95001705,2019-02-23,2.8
Meghalaya,NER,25.57049217,91.8800142,2019-02-23,5.3
Mizoram,NER,23.71039899,92.72001461,2019-02-23,1.8
Nagaland,NER,25.6669979,94.11657019,2019-02-23,2.1
Tripura,NER,23.83540428,91.27999914,2019-02-23,5.6
Punjab,NR,31.51997398,75.98000281,2019-02-24,183.6
Haryana,NR,28.45000633,77.01999101,2019-02-24,185.9
Rajasthan,NR,26.44999921,74.63998124,2019-02-24,250.0
Delhi,NR,28.6699929,77.23000403,2019-02-24,128.1
UP,NR,27.59998069,78.05000565,2019-02-24,469.0
Uttarakhand,NR,30.32040895,78.05000565,2019-02-24,46.7
HP,NR,31.10002545,77.16659704,2019-02-24,30.3
J&K,NR,33.45,76.24,2019-02-24,47.0
Chandigarh,NR,30.71999697,76.78000565,2019-02-24,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-24,88.6
Gujarat,WR,22.2587,71.1924,2019-02-24,394.1
MP,WR,21.30039105,76.13001949,2019-02-24,226.4
Maharashtra,WR,19.25023195,73.16017493,2019-02-24,509.6
Goa,WR,15.491997,73.81800065,2019-02-24,12.3
DNH,WR,20.26657819,73.0166178,2019-02-24,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-24,183.2
Telangana,SR,18.1124,79.0193,2019-02-24,177.5
Karnataka,SR,12.57038129,76.91999711,2019-02-24,213.1
Kerala,SR,8.900372741,76.56999263,2019-02-24,85.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-24,349.5
Pondy,SR,11.93499371,79.83000037,2019-02-24,9.3
Bihar,ER,25.78541445,87.4799727,2019-02-24,92.4
Jharkhand,ER,23.80039349,86.41998572,2019-02-24,26.3
Odisha,ER,19.82042971,85.90001746,2019-02-24,91.6
West Bengal,ER,22.58039044,88.32994665,2019-02-24,189.0
Sikkim,ER,27.3333303,88.6166475,2019-02-24,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-24,2.1
Assam,NER,26.7499809,94.21666744,2019-02-24,27.0
Manipur,NER,24.79997072,93.95001705,2019-02-24,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-02-24,4.9
Mizoram,NER,23.71039899,92.72001461,2019-02-24,1.7
Nagaland,NER,25.6669979,94.11657019,2019-02-24,2.2
Tripura,NER,23.83540428,91.27999914,2019-02-24,5.3
Punjab,NR,31.51997398,75.98000281,2019-02-25,188.8
Haryana,NR,28.45000633,77.01999101,2019-02-25,189.1
Rajasthan,NR,26.44999921,74.63998124,2019-02-25,255.7
Delhi,NR,28.6699929,77.23000403,2019-02-25,131.6
UP,NR,27.59998069,78.05000565,2019-02-25,445.2
Uttarakhand,NR,30.32040895,78.05000565,2019-02-25,47.8
HP,NR,31.10002545,77.16659704,2019-02-25,30.5
J&K,NR,33.45,76.24,2019-02-25,47.4
Chandigarh,NR,30.71999697,76.78000565,2019-02-25,6.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-25,86.2
Gujarat,WR,22.2587,71.1924,2019-02-25,392.8
MP,WR,21.30039105,76.13001949,2019-02-25,226.6
Maharashtra,WR,19.25023195,73.16017493,2019-02-25,505.9
Goa,WR,15.491997,73.81800065,2019-02-25,12.3
DNH,WR,20.26657819,73.0166178,2019-02-25,16.5
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-25,196.3
Telangana,SR,18.1124,79.0193,2019-02-25,181.2
Karnataka,SR,12.57038129,76.91999711,2019-02-25,212.7
Kerala,SR,8.900372741,76.56999263,2019-02-25,84.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-25,343.0
Pondy,SR,11.93499371,79.83000037,2019-02-25,9.2
Bihar,ER,25.78541445,87.4799727,2019-02-25,80.5
Jharkhand,ER,23.80039349,86.41998572,2019-02-25,24.8
Odisha,ER,19.82042971,85.90001746,2019-02-25,96.6
West Bengal,ER,22.58039044,88.32994665,2019-02-25,175.9
Sikkim,ER,27.3333303,88.6166475,2019-02-25,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-25,2.1
Assam,NER,26.7499809,94.21666744,2019-02-25,26.7
Manipur,NER,24.79997072,93.95001705,2019-02-25,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-02-25,4.9
Mizoram,NER,23.71039899,92.72001461,2019-02-25,1.7
Nagaland,NER,25.6669979,94.11657019,2019-02-25,2.1
Tripura,NER,23.83540428,91.27999914,2019-02-25,4.8
Punjab,NR,31.51997398,75.98000281,2019-02-26,186.4
Haryana,NR,28.45000633,77.01999101,2019-02-26,188.4
Rajasthan,NR,26.44999921,74.63998124,2019-02-26,261.6
Delhi,NR,28.6699929,77.23000403,2019-02-26,132.2
UP,NR,27.59998069,78.05000565,2019-02-26,438.9
Uttarakhand,NR,30.32040895,78.05000565,2019-02-26,47.7
HP,NR,31.10002545,77.16659704,2019-02-26,28.8
J&K,NR,33.45,76.24,2019-02-26,42.3
Chandigarh,NR,30.71999697,76.78000565,2019-02-26,6.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-26,37.2
Gujarat,WR,22.2587,71.1924,2019-02-26,393.0
MP,WR,21.30039105,76.13001949,2019-02-26,223.9
Maharashtra,WR,19.25023195,73.16017493,2019-02-26,500.6
Goa,WR,15.491997,73.81800065,2019-02-26,12.3
DNH,WR,20.26657819,73.0166178,2019-02-26,17.2
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-26,197.3
Telangana,SR,18.1124,79.0193,2019-02-26,170.9
Karnataka,SR,12.57038129,76.91999711,2019-02-26,198.9
Kerala,SR,8.900372741,76.56999263,2019-02-26,81.7
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-26,336.8
Pondy,SR,11.93499371,79.83000037,2019-02-26,8.6
Bihar,ER,25.78541445,87.4799727,2019-02-26,99.7
Jharkhand,ER,23.80039349,86.41998572,2019-02-26,25.3
Odisha,ER,19.82042971,85.90001746,2019-02-26,96.8
West Bengal,ER,22.58039044,88.32994665,2019-02-26,176.0
Sikkim,ER,27.3333303,88.6166475,2019-02-26,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-26,2.2
Assam,NER,26.7499809,94.21666744,2019-02-26,28.8
Manipur,NER,24.79997072,93.95001705,2019-02-26,2.2
Meghalaya,NER,25.57049217,91.8800142,2019-02-26,5.5
Mizoram,NER,23.71039899,92.72001461,2019-02-26,1.8
Nagaland,NER,25.6669979,94.11657019,2019-02-26,2.2
Tripura,NER,23.83540428,91.27999914,2019-02-26,3.3
Punjab,NR,31.51997398,75.98000281,2019-02-27,186.9
Haryana,NR,28.45000633,77.01999101,2019-02-27,182.0
Rajasthan,NR,26.44999921,74.63998124,2019-02-27,260.2
Delhi,NR,28.6699929,77.23000403,2019-02-27,132.7
UP,NR,27.59998069,78.05000565,2019-02-27,439.0
Uttarakhand,NR,30.32040895,78.05000565,2019-02-27,43.0
HP,NR,31.10002545,77.16659704,2019-02-27,27.0
J&K,NR,33.45,76.24,2019-02-27,46.8
Chandigarh,NR,30.71999697,76.78000565,2019-02-27,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-27,88.5
Gujarat,WR,22.2587,71.1924,2019-02-27,376.2
MP,WR,21.30039105,76.13001949,2019-02-27,215.2
Maharashtra,WR,19.25023195,73.16017493,2019-02-27,489.6
Goa,WR,15.491997,73.81800065,2019-02-27,12.3
DNH,WR,20.26657819,73.0166178,2019-02-27,16.3
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-27,194.2
Telangana,SR,18.1124,79.0193,2019-02-27,167.0
Karnataka,SR,12.57038129,76.91999711,2019-02-27,184.8
Kerala,SR,8.900372741,76.56999263,2019-02-27,77.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-27,313.7
Pondy,SR,11.93499371,79.83000037,2019-02-27,8.2
Bihar,ER,25.78541445,87.4799727,2019-02-27,88.8
Jharkhand,ER,23.80039349,86.41998572,2019-02-27,25.1
Odisha,ER,19.82042971,85.90001746,2019-02-27,85.8
West Bengal,ER,22.58039044,88.32994665,2019-02-27,153.4
Sikkim,ER,27.3333303,88.6166475,2019-02-27,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-27,2.0
Assam,NER,26.7499809,94.21666744,2019-02-27,29.8
Manipur,NER,24.79997072,93.95001705,2019-02-27,2.3
Meghalaya,NER,25.57049217,91.8800142,2019-02-27,5.9
Mizoram,NER,23.71039899,92.72001461,2019-02-27,1.7
Nagaland,NER,25.6669979,94.11657019,2019-02-27,2.5
Tripura,NER,23.83540428,91.27999914,2019-02-27,4.4
Punjab,NR,31.51997398,75.98000281,2019-02-28,107.5
Haryana,NR,28.45000633,77.01999101,2019-02-28,123.5
Rajasthan,NR,26.44999921,74.63998124,2019-02-28,238.4
Delhi,NR,28.6699929,77.23000403,2019-02-28,69.0
UP,NR,27.59998069,78.05000565,2019-02-28,281.2
Uttarakhand,NR,30.32040895,78.05000565,2019-02-28,38.9
HP,NR,31.10002545,77.16659704,2019-02-28,28.4
J&K,NR,33.45,76.24,2019-02-28,51.2
Chandigarh,NR,30.71999697,76.78000565,2019-02-28,4.6
Chhattisgarh,WR,22.09042035,82.15998734,2019-02-28,82.3
Gujarat,WR,22.2587,71.1924,2019-02-28,332.4
MP,WR,21.30039105,76.13001949,2019-02-28,255.7
Maharashtra,WR,19.25023195,73.16017493,2019-02-28,454.7
Goa,WR,15.491997,73.81800065,2019-02-28,9.8
DNH,WR,20.26657819,73.0166178,2019-02-28,17.2
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-28,182.9
Telangana,SR,18.1124,79.0193,2019-02-28,215.0
Karnataka,SR,12.57038129,76.91999711,2019-02-28,228.3
Kerala,SR,8.900372741,76.56999263,2019-02-28,72.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-02-28,296.7
Pondy,SR,11.93499371,79.83000037,2019-02-28,7.0
Bihar,ER,25.78541445,87.4799727,2019-02-28,79.9
Jharkhand,ER,23.80039349,86.41998572,2019-02-28,26.3
Odisha,ER,19.82042971,85.90001746,2019-02-28,70.1
West Bengal,ER,22.58039044,88.32994665,2019-02-28,113.9
Sikkim,ER,27.3333303,88.6166475,2019-02-28,2.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-02-28,2.2
Assam,NER,26.7499809,94.21666744,2019-02-28,22.7
Manipur,NER,24.79997072,93.95001705,2019-02-28,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-02-28,6.7
Mizoram,NER,23.71039899,92.72001461,2019-02-28,1.5
Nagaland,NER,25.6669979,94.11657019,2019-02-28,2.3
Tripura,NER,23.83540428,91.27999914,2019-02-28,3.4
Punjab,NR,31.51997398,75.98000281,2019-03-02,102.9
Haryana,NR,28.45000633,77.01999101,2019-03-02,116.3
Rajasthan,NR,26.44999921,74.63998124,2019-03-02,240.6
Delhi,NR,28.6699929,77.23000403,2019-03-02,72.1
UP,NR,27.59998069,78.05000565,2019-03-02,270.4
Uttarakhand,NR,30.32040895,78.05000565,2019-03-02,38.7
HP,NR,31.10002545,77.16659704,2019-03-02,28.6
J&K,NR,33.45,76.24,2019-03-02,52.2
Chandigarh,NR,30.71999697,76.78000565,2019-03-02,4.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-03-02,80.8
Gujarat,WR,22.2587,71.1924,2019-03-02,338.0
MP,WR,21.30039105,76.13001949,2019-03-02,258.5
Maharashtra,WR,19.25023195,73.16017493,2019-03-02,467.0
Goa,WR,15.491997,73.81800065,2019-03-02,10.2
DNH,WR,20.26657819,73.0166178,2019-03-02,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-02,187.8
Telangana,SR,18.1124,79.0193,2019-03-02,218.5
Karnataka,SR,12.57038129,76.91999711,2019-03-02,233.3
Kerala,SR,8.900372741,76.56999263,2019-03-02,74.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-03-02,307.0
Pondy,SR,11.93499371,79.83000037,2019-03-02,7.4
Bihar,ER,25.78541445,87.4799727,2019-03-02,80.6
Jharkhand,ER,23.80039349,86.41998572,2019-03-02,26.3
Odisha,ER,19.82042971,85.90001746,2019-03-02,71.0
West Bengal,ER,22.58039044,88.32994665,2019-03-02,119.5
Sikkim,ER,27.3333303,88.6166475,2019-03-02,2.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-02,2.2
Assam,NER,26.7499809,94.21666744,2019-03-02,23.4
Manipur,NER,24.79997072,93.95001705,2019-03-02,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-03-02,6.6
Mizoram,NER,23.71039899,92.72001461,2019-03-02,1.7
Nagaland,NER,25.6669979,94.11657019,2019-03-02,2.4
Tripura,NER,23.83540428,91.27999914,2019-03-02,3.6
Punjab,NR,31.51997398,75.98000281,2019-03-03,104.2
Haryana,NR,28.45000633,77.01999101,2019-03-03,123.1
Rajasthan,NR,26.44999921,74.63998124,2019-03-03,240.9
Delhi,NR,28.6699929,77.23000403,2019-03-03,71.8
UP,NR,27.59998069,78.05000565,2019-03-03,271.8
Uttarakhand,NR,30.32040895,78.05000565,2019-03-03,38.5
HP,NR,31.10002545,77.16659704,2019-03-03,29.2
J&K,NR,33.45,76.24,2019-03-03,48.4
Chandigarh,NR,30.71999697,76.78000565,2019-03-03,4.3
Chhattisgarh,WR,22.09042035,82.15998734,2019-03-03,80.8
Gujarat,WR,22.2587,71.1924,2019-03-03,330.5
MP,WR,21.30039105,76.13001949,2019-03-03,259.6
Maharashtra,WR,19.25023195,73.16017493,2019-03-03,461.9
Goa,WR,15.491997,73.81800065,2019-03-03,10.2
DNH,WR,20.26657819,73.0166178,2019-03-03,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-03,191.0
Telangana,SR,18.1124,79.0193,2019-03-03,219.7
Karnataka,SR,12.57038129,76.91999711,2019-03-03,235.8
Kerala,SR,8.900372741,76.56999263,2019-03-03,75.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-03-03,302.4
Pondy,SR,11.93499371,79.83000037,2019-03-03,7.9
Bihar,ER,25.78541445,87.4799727,2019-03-03,76.8
Jharkhand,ER,23.80039349,86.41998572,2019-03-03,24.2
Odisha,ER,19.82042971,85.90001746,2019-03-03,71.5
West Bengal,ER,22.58039044,88.32994665,2019-03-03,114.1
Sikkim,ER,27.3333303,88.6166475,2019-03-03,2.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-03,2.1
Assam,NER,26.7499809,94.21666744,2019-03-03,23.2
Manipur,NER,24.79997072,93.95001705,2019-03-03,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-03-03,6.6
Mizoram,NER,23.71039899,92.72001461,2019-03-03,1.7
Nagaland,NER,25.6669979,94.11657019,2019-03-03,2.2
Tripura,NER,23.83540428,91.27999914,2019-03-03,4.2
Punjab,NR,31.51997398,75.98000281,2019-03-04,106.9
Haryana,NR,28.45000633,77.01999101,2019-03-04,124.0
Rajasthan,NR,26.44999921,74.63998124,2019-03-04,240.9
Delhi,NR,28.6699929,77.23000403,2019-03-04,71.1
UP,NR,27.59998069,78.05000565,2019-03-04,271.2
Uttarakhand,NR,30.32040895,78.05000565,2019-03-04,39.3
HP,NR,31.10002545,77.16659704,2019-03-04,30.8
J&K,NR,33.45,76.24,2019-03-04,49.9
Chandigarh,NR,30.71999697,76.78000565,2019-03-04,4.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-03-04,83.2
Gujarat,WR,22.2587,71.1924,2019-03-04,327.8
MP,WR,21.30039105,76.13001949,2019-03-04,258.0
Maharashtra,WR,19.25023195,73.16017493,2019-03-04,454.7
Goa,WR,15.491997,73.81800065,2019-03-04,10.0
DNH,WR,20.26657819,73.0166178,2019-03-04,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-04,191.8
Telangana,SR,18.1124,79.0193,2019-03-04,219.4
Karnataka,SR,12.57038129,76.91999711,2019-03-04,239.4
Kerala,SR,8.900372741,76.56999263,2019-03-04,74.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-03-04,308.0
Pondy,SR,11.93499371,79.83000037,2019-03-04,7.4
Bihar,ER,25.78541445,87.4799727,2019-03-04,80.6
Jharkhand,ER,23.80039349,86.41998572,2019-03-04,26.1
Odisha,ER,19.82042971,85.90001746,2019-03-04,71.2
West Bengal,ER,22.58039044,88.32994665,2019-03-04,120.5
Sikkim,ER,27.3333303,88.6166475,2019-03-04,2.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-04,2.1
Assam,NER,26.7499809,94.21666744,2019-03-04,24.1
Manipur,NER,24.79997072,93.95001705,2019-03-04,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-03-04,6.5
Mizoram,NER,23.71039899,92.72001461,2019-03-04,1.6
Nagaland,NER,25.6669979,94.11657019,2019-03-04,2.1
Tripura,NER,23.83540428,91.27999914,2019-03-04,3.9
Punjab,NR,31.51997398,75.98000281,2019-03-05,111.2
Haryana,NR,28.45000633,77.01999101,2019-03-05,125.6
Rajasthan,NR,26.44999921,74.63998124,2019-03-05,243.6
Delhi,NR,28.6699929,77.23000403,2019-03-05,73.0
UP,NR,27.59998069,78.05000565,2019-03-05,282.1
Uttarakhand,NR,30.32040895,78.05000565,2019-03-05,39.6
HP,NR,31.10002545,77.16659704,2019-03-05,31.8
J&K,NR,33.45,76.24,2019-03-05,51.3
Chandigarh,NR,30.71999697,76.78000565,2019-03-05,4.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-03-05,81.9
Gujarat,WR,22.2587,71.1924,2019-03-05,330.4
MP,WR,21.30039105,76.13001949,2019-03-05,262.8
Maharashtra,WR,19.25023195,73.16017493,2019-03-05,448.3
Goa,WR,15.491997,73.81800065,2019-03-05,9.2
DNH,WR,20.26657819,73.0166178,2019-03-05,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-05,190.0
Telangana,SR,18.1124,79.0193,2019-03-05,224.4
Karnataka,SR,12.57038129,76.91999711,2019-03-05,240.7
Kerala,SR,8.900372741,76.56999263,2019-03-05,75.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-03-05,314.3
Pondy,SR,11.93499371,79.83000037,2019-03-05,7.4
Bihar,ER,25.78541445,87.4799727,2019-03-05,78.9
Jharkhand,ER,23.80039349,86.41998572,2019-03-05,25.6
Odisha,ER,19.82042971,85.90001746,2019-03-05,70.1
West Bengal,ER,22.58039044,88.32994665,2019-03-05,118.9
Sikkim,ER,27.3333303,88.6166475,2019-03-05,2.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-05,2.5
Assam,NER,26.7499809,94.21666744,2019-03-05,22.0
Manipur,NER,24.79997072,93.95001705,2019-03-05,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-03-05,6.4
Mizoram,NER,23.71039899,92.72001461,2019-03-05,1.8
Nagaland,NER,25.6669979,94.11657019,2019-03-05,2.1
Tripura,NER,23.83540428,91.27999914,2019-03-05,3.9
Punjab,NR,31.51997398,75.98000281,2019-03-06,111.6
Haryana,NR,28.45000633,77.01999101,2019-03-06,124.7
Rajasthan,NR,26.44999921,74.63998124,2019-03-06,243.7
Delhi,NR,28.6699929,77.23000403,2019-03-06,68.0
UP,NR,27.59998069,78.05000565,2019-03-06,276.9
Uttarakhand,NR,30.32040895,78.05000565,2019-03-06,39.2
HP,NR,31.10002545,77.16659704,2019-03-06,30.8
J&K,NR,33.45,76.24,2019-03-06,51.1
Chandigarh,NR,30.71999697,76.78000565,2019-03-06,4.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-03-06,80.8
Gujarat,WR,22.2587,71.1924,2019-03-06,324.0
MP,WR,21.30039105,76.13001949,2019-03-06,264.8
Maharashtra,WR,19.25023195,73.16017493,2019-03-06,443.4
Goa,WR,15.491997,73.81800065,2019-03-06,10.6
DNH,WR,20.26657819,73.0166178,2019-03-06,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-06,188.6
Telangana,SR,18.1124,79.0193,2019-03-06,210.8
Karnataka,SR,12.57038129,76.91999711,2019-03-06,233.8
Kerala,SR,8.900372741,76.56999263,2019-03-06,73.7
Tamil Nadu,SR,12.92038576,79.15004187,2019-03-06,306.3
Pondy,SR,11.93499371,79.83000037,2019-03-06,7.6
Bihar,ER,25.78541445,87.4799727,2019-03-06,76.8
